waterfront,vendas,preco_mediano,MAE,MAPE_pct,erro_mediano,erro_percentual_mediano,vies_medio,dentro_20_pct
0,4299,463828.0,71855.39850205765,12.66256098880753,44423.06155499222,9.974357817636744,-44584.73940280063,80.87927424982554
1,32,1576000.0,374214.2706131175,27.28199579431453,339807.50172087125,24.650006033533224,-196163.8597465412,37.5
